PairdID,Ecosystem,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetMethodStart,TargetMethodEnd,SourceMatchedPercent,SourceUnMatchedPercent,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,,Rating,,"14, 21, 55, 59, 64, 68, 94, 96, 97, 122, 134, 137, 142, 152, 163, 164, 174, 177, 178, 211, 222, 230, 238, 249, 273, 275, 284, 285, 311, 314, 315, 322"
577,HdrHistogram/HdrHistogram,decodeFromCompressedByteBuffer,250,256,decodeFromCompressedByteBuffer,266,272,100,0,93.1,6.9,100,0,0,0,0,2,,Accept,,,,
578,HdrHistogram/HdrHistogram,decodeFromCompressedByteBuffer,250,256,decodeFromCompressedByteBuffer,266,272,100,0,93.1,6.9,100,0,0,0,0,2,,Accept,,,,
579,HdrHistogram/HdrHistogram,copy,101,108,copy,52,59,96.15,3.85,92.59,7.41,90-100,0,0,0,0,3,,Accept,,,,
580,tomighty/tomighty,seconds,31,35,seconds,31,35,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
581,tomighty/tomighty,seconds,31,35,seconds,31,35,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
582,wurstmeister/storm-kafka-0.8-plus,fromString,59,73,fromString,36,50,100,0,100,0,100,0,0,0,0,2,,Accept,,,,
583,wurstmeister/storm-kafka-0.8-plus,fromString,41,55,fromString,36,50,100,0,100,0,100,0,0,0,0,2,,Accept,,,,
584,addthis/stream-lib,offer,333,339,offer,110,116,100,0,96.3,3.7,100,0,4,2,0,2,,Accept,,,,
585,addthis/stream-lib,offer,333,339,offer,110,116,100,0,96.3,3.7,100,0,4,2,0,2,,Accept,,,,
586,addthis/stream-lib,offer,110,116,offer,333,339,96.3,3.7,100,0,90-100,0,4,2,0,2,,Accept,,,,
587,addthis/stream-lib,cardinality,116,128,cardinality,165,188,61.97,38.03,39.29,60.71,60-69,0,0,0,0,3,,Accept,,,,
588,uudashr/jsmpp,getId,219,223,getId,161,165,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
589,uudashr/jsmpp,getValueAsString,281,290,getValueAsString,242,246,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
590,paymill/paymill-java,setUnit,37,41,setUnit,118,122,100,0,25,75,100,0,4,2,0,1,,Accept,,,,
591,paymill/paymill-java,getAmount,71,75,getAmount,62,66,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
592,paymill/paymill-java,setPayment,72,76,setPayment,60,64,94.12,5.88,100,0,90-100,0,4,2,0,2,,Accept,,,,
593,paymill/paymill-java,setAmount,90,94,setAmount,75,79,70.59,29.41,100,0,70-79,0,4,2,0,2,,Accept,,,,
594,rcarz/jira-client,getName,65,69,getName,245,249,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
595,rcarz/jira-client,getName,65,69,getName,245,249,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
596,apache/maven-surefire,getMessage,51,63,getMessage,46,58,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
597,apache/maven-surefire,getCommandType,64,69,getCommandType,65,70,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
598,apache/maven-surefire,ResolvedTest,83,106,ResolvedTest,69,91,95.37,4.63,100,0,90-100,4,4,4,3,3,Accept,Accept,,1,,
599,apache/maven-surefire,init,54,63,init,53,59,46.38,53.62,100,0,40-49,0,4,2,0,3,,Accept,,,,
600,komoot/photon,add,14,16,add,11,13,100,0,87.5,12.5,100,4,4,4,1,2,Accept,Accept,,1,,
601,komoot/photon,add,14,16,add,11,13,100,0,87.5,12.5,100,0,4,2,0,2,,Accept,,,,
602,komoot/photon,add,39,48,add,24,34,78.85,21.15,78.85,21.15,70-79,0,4,2,0,3,,Accept,,,,
603,komoot/photon,Searcher,46,61,Searcher,40,51,53.62,46.38,100,0,50-59,0,0,0,0,3,,Accept,,,,
604,komoot/photon,search,61,115,search,51,70,36.15,63.85,99.47,0.53,30-39,0,0,0,0,3,,Accept,,,,
605,mapstruct/mapstruct,getValue,14,18,getValue,14,18,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
606,mapstruct/mapstruct,AddressDto,15,19,AddressDto,12,16,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
607,craigwblake/redline,RpmFileSet,23,27,RpmFileSet,23,27,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
608,craigwblake/redline,RpmFileSet,23,27,RpmFileSet,23,27,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
609,craigwblake/redline,execute,92,221,execute,85,196,82.78,17.22,96.47,3.53,80-89,0,4,2,0,3,,Accept,,,,
610,facebook/nifty,Log,82,88,Log,52,56,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
611,facebook/nifty,Log,80,86,Log,50,54,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
612,alexxiyang/shiro-redis,getName,29,33,getName,31,35,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
613,alexxiyang/shiro-redis,serialize,17,26,serialize,15,24,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
614,alexxiyang/shiro-redis,serialize,16,40,serialize,11,35,99.12,0.88,99.12,0.88,90-100,0,0,0,0,3,,Accept,,,,
615,alexxiyang/shiro-redis,get,66,74,get,27,41,89.29,10.71,80.39,19.61,80-89,0,0,0,0,3,,Accept,,,,
616,Bukkit/Bukkit-JavaDoc,asBoolean,52,69,asBoolean,88,105,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
617,Bukkit/Bukkit-JavaDoc,asByte,48,52,asByte,84,88,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
618,Netflix/Turbine,getName,132,137,getName,46,50,80,20,100,0,80-89,0,4,2,0,1,,Accept,,,,
619,stripe/stripe-java,getId,8,11,getId,15,19,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
620,stripe/stripe-java,getId,28,32,getId,15,19,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
621,stripe/stripe-java,getHeaders,105,146,buildUserAgentString,114,124,52.63,47.37,88.64,11.36,50-59,0,0,0,0,3,,Accept,,,,
622,neuland/jade4j,JadeConfiguration,37,43,JadeConfigurationCaffeine,45,51,100,0,100,0,100,0,0,0,0,2,,Accept,,,,
623,neuland/jade4j,JadeConfiguration,37,43,JadeConfigurationCaffeine,45,51,100,0,100,0,100,0,0,0,0,2,,Accept,,,,
624,neuland/jade4j,assertExpression,78,86,evaluateStringExpression,35,40,93.55,6.45,97.3,2.7,90-100,0,0,0,0,3,,Accept,,,,
625,taoneill/war,getZ,71,75,getZ,64,68,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
626,taoneill/war,getZ,71,75,getZ,64,68,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
627,JSQLParser/JSqlParser,printStackTrace,39,44,printStackTrace,38,43,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
628,JSQLParser/JSqlParser,printStackTrace,39,44,printStackTrace,38,43,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
629,JSQLParser/JSqlParser,parseCondExpression,161,181,parse,57,69,60.5,39.5,70.97,29.03,60-69,0,0,0,0,3,,Accept,,,,
630,Findwise/Hydra,insert,261,272,toDocumentId,434,439,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
631,Findwise/Hydra,insert,261,272,getTouchedContentSnapshot,336,346,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
632,Findwise/Hydra,getFileNames,350,370,getFileNames,375,395,99.11,0.89,100,0,90-100,0,0,0,0,3,,Accept,,,,
633,Findwise/Hydra,startup,49,111,main,23,100,81.92,18.08,93.48,6.52,80-89,0,0,0,0,3,,Accept,,,,
634,vrapper/vrapper,initializeProvider,54,65,AbstractEclipseSpecificStateProvider,33,42,81.69,18.31,100,0,80-89,0,0,0,0,3,,Accept,,,,
635,vaadin/cdi,deriveMappingForUI,24,40,deriveMappingForUI,24,40,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
636,vaadin/cdi,deriveMappingForUI,24,40,deriveMappingForUI,24,40,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
637,vaadin/cdi,deriveMappingForUI,24,40,deriveMappingForUI,37,52,86.05,13.95,97.01,2.99,80-89,0,0,0,0,3,,Accept,,,,
638,jenkinsci/stashnotifier-plugin,isDisableInprogressNotification,614,618,isDisableInprogressNotification,239,243,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
639,jenkinsci/stashnotifier-plugin,isDisableInprogressNotification,614,618,isDisableInprogressNotification,239,243,100,0,100,0,100,0,4,2,0,1,,Accept,,,,
640,jenkinsci/stashnotifier-plugin,getHttpClient,340,417,configureProxy,506,542,84.35,15.65,75.65,24.35,80-89,0,0,0,0,3,,Accept,,,,
641,dankurka/mgwt,onTouchCancel,102,107,getDistance,111,115,100,0,100,0,100,0,0,0,0,3,,Accept,,,,
642,dankurka/mgwt,onTouchCanceled,105,111,getEventPropagator,111,121,100,0,100,0,100,0,0,0,2,3,Reject,Accept,,1,,
643,aerospike/aerospike-client-java,query,2039,2060,queryPartitions,1914,1933,100,0,96.59,3.41,100,0,0,0,0,3,,Accept,,,,
644,aerospike/aerospike-client-java,query,2039,2060,queryPartitions,1958,1977,100,0,96.59,3.41,100,0,0,0,0,3,,Accept,,,,
645,aerospike/aerospike-client-java,put,110,140,put,107,141,91.77,8.23,68.88,31.12,90-100,0,0,0,0,3,,Accept,,,,
646,jenkinsci/dashboard-view-plugin,collectData,117,197,getSummaryGraph,121,254,97.33,2.67,99.49,0.51,90-100,0,0,0,0,3,,Accept,,,,
647,jenkinsci/dashboard-view-plugin,collectData,117,197,getSummaryGraph,114,244,80.12,19.88,99.43,0.57,80-89,0,0,0,3,3,Accept,Accept,,1,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,60,,
