PairdID,Ecosystem,SourceUUTProject,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetUUTProject,TargetMethodStart,TargetMethodEnd,SourceTokens,SourceMatchedPercent,SourceUnMatchedPercent,TargetTokens,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,Rater1Comment,Rater2Comment
285,xetorthio/jedis,chimney-lee/jedis,hgetAll,1008,1015,rpop,pharrup/jedis,1339,1346,38,100,0,28,100,0,100,0,0,0,3,3,Accept,Accept,Map of strings::mismatched::should have mapped to the one at 1034,"Same input, different output (Map<String,String>/String). Perfect match exists in l. 1033-1040 (tgt)."
286,xetorthio/jedis,dengliming/jedis,clientList,3228,3235,scan,pharrup/jedis,3745,3750,21,100,0,28,42.86,57.14,100,0,0,0,4,0,Accept,,Strng retrun type::mismatched output and parameters in target,
287,xetorthio/jedis,Shawyeok/jedis,clientId,3653,3660,clientId,pharrup/jedis,4344,4351,21,90.48,9.52,20,95,5,90-100,4,0,2,2,0,Accept,,Long retrun type::mismatch is only in the return type Long (in source) vs primitive type long in target,
288,xetorthio/jedis,Shawyeok/jedis,xpending,4482,4490,xpending,chimney-lee/jedis,2557,2568,65,84.62,15.38,85,72.94,27.06,80-89,0,0,0,3,0,Accept,,Custom genric retrun type::source has mismatched method invocations and mismaatched tokens in ReturnStamenent,
289,xetorthio/jedis,dengliming/jedis,connect,166,210,createSocket,leo-fanglei/jedis,67,114,205,75.12,24.88,232,76.72,23.28,70-79,0,0,0,3,0,Accept,,void method::mismatched output::target returns a Socket object::the two have similar code inside but overall do diffwrent things,
290,lordofthejars/nosql-unit,faisalferoz/nosql-unit,Book,8,14,setNumberOfPages,flapdoodle-oss/nosql-unit,21,26,26,100,0,15,100,0,100,4,0,2,1,0,Accept,,Constructor,
291,lordofthejars/nosql-unit,lordofthejars/nosql-unit,getTitle,26,30,getTitle,connollyst/nosql-unit,14,18,8,100,0,8,100,0,100,4,0,2,1,0,Accept,,String return type,
292,lordofthejars/nosql-unit,jexp/nosql-unit,Book,8,14,Book,lordofthejars/nosql-unit,21,26,26,96.15,3.85,25,100,0,90-100,3,0,1.5,3,0,Accept,,Construtor::mismatched in superconstructor invocation,
293,lordofthejars/nosql-unit,petrandreev/nosql-unit,addNeoFriend,36,49,createNodes,flapdoodle-oss/nosql-unit,213,231,76,73.68,26.32,90,37.78,62.22,70-79,0,0,0,3,0,Accept,,void::input paarmetrs differ::devloper can chose whether t mofiy test case and supply correct parameters::however target seems to have advsnced more since mor etokens are mismatched,
294,sendgrid/sendgrid-java,sccalabr/sendgrid-java,getValue,41,46,getValue,sabihismail/sendgrid-java,33,38,11,100,0,11,100,0,100,4,0,2,1,0,Accept,,String,
295,sendgrid/sendgrid-java,sccalabr/sendgrid-java,getValue,41,46,getValue,sabihismail/sendgrid-java,33,38,11,100,0,11,100,0,100,4,0,2,1,0,Accept,,String,
296,sendgrid/sendgrid-java,sccalabr/sendgrid-java,setValue,46,51,setValue,sabihismail/sendgrid-java,38,42,23,69.57,30.43,16,100,0,60-69,4,0,2,3,0,Accept,,void method::mismatched tokens do not modify the value but just verify::validty checks,
297,shyiko/mysql-binlog-connector-java,shyiko/mysql-binlog-connector-java,query,1132,1148,execute,adsr/mysql-binlog-connector-java,1098,1109,72,100,0,49,97.96,2.04,100,4,0,2,3,0,Accept,,mismatched::perfect match exists at 1120-1146::test is applicable as is based on perect match at 1120,
298,shyiko/mysql-binlog-connector-java,shyiko/mysql-binlog-connector-java,query,1132,1148,execute,adsr/mysql-binlog-connector-java,1098,1109,72,100,0,49,97.96,2.04,100,4,0,2,1,0,Accept,,mismatched::perfect match exists at 1120-1146::test is applicable as is based on perect match at 1120,
299,peter-lawrey/Java-Chronicle,peter-lawrey/Java-Chronicle,clear,231,236,clear,tempredirect/Java-Chronicle,196,201,16,100,0,16,100,0,100,4,0,2,1,0,Accept,,void,
300,peter-lawrey/Java-Chronicle,peter-lawrey/Java-Chronicle,readChar,68,71,readChar,tempredirect/Java-Chronicle,65,68,6,100,0,6,100,0,100,4,0,2,1,0,Accept,,char,
301,peter-lawrey/Java-Chronicle,tempredirect/Java-Chronicle,index,64,82,index,peter-lawrey/Java-Chronicle,173,201,86,98.84,1.16,135,57.78,42.22,90-100,3,0,1.5,3,0,Accept,,boolean::target has many mismatched control flows which affect retruned value::test may apply since most source tokens are matched however it mail since target has changed more,
302,peter-lawrey/Java-Chronicle,peter-lawrey/Java-Chronicle,InProcessChronicleSource,66,77,ChronicleSource,tempredirect/Java-Chronicle,57,68,104,88.46,11.54,102,90.2,9.8,80-89,0,0,0,3,0,Accept,,Costructor::mismatchedparameters and intilization statements,
303,aeshell/aesh,iweiss/aesh,TerminalPage,36,41,TerminalPage,lincolnthree/aesh,23,28,29,100,0,29,100,0,100,4,0,2,1,0,Accept,,Constructor,
304,aeshell/aesh,stalep/aesh,getAsList,120,128,getAsList,adamwy/aesh,107,115,41,100,0,41,100,0,100,4,0,2,1,0,Accept,,LIst of strings,
305,aeshell/aesh,lincolnthree/aesh,loadPage,47,100,loadPage,aeshell/aesh,60,108,229,96.94,3.06,223,99.55,0.45,90-100,4,0,2,2,0,Accept,,LIst of strings::mismatch is in placement of try statement for a BufferedReader variable,
306,aeshell/aesh,johnaohara/aesh,ExportManager,61,69,ExportManager,adamwy/aesh,42,49,41,75.61,24.39,31,100,0,70-79,0,0,0,3,0,Accept,,COnstructor::mismatched parameter and intiailization based on the parameter,
307,TomasMikula/RichTextFX,JordanMartinez/RichTextFX,StyleSpansBuilder,114,118,StyleSpansBuilder,shoaniki/RichTextFX,95,99,14,100,0,18,100,0,100,4,0,2,1,0,Accept,,Constuctor,
308,TomasMikula/RichTextFX,afester/RichTextFX,singleton,24,28,singleton,shoaniki/RichTextFX,16,20,28,100,0,28,100,0,100,4,0,2,1,0,Accept,,Custom generic object,
309,TomasMikula/RichTextFX,JordanMartinez/RichTextFX,getText,412,422,getText,shoaniki/RichTextFX,317,327,50,96,4,51,94.12,5.88,90-100,4,0,2,2,0,Accept,,String::mismatched types::different imolenttaion but test can be applied,
310,yandex-qatools/htmlelements,lanwen/htmlelements,getTextInputList,80,84,getTextInputList,mcgray/htmlelements,79,83,11,100,0,11,100,0,100,4,0,2,1,0,Accept,,List of cutsm object,
311,yandex-qatools/htmlelements,mcgray/htmlelements,getTextInput,67,71,getTextInput,lanwen/htmlelements,68,72,8,100,0,8,100,0,100,4,4,4,1,1,Accept,Accept,Custom object return type,Same I/O (returns TextInput -> Custom). Identical methods -> same dataflow. Getters.
312,jboss-logging/jboss-logmanager,marschall/jboss-logmanager,SizeRotatingFileHandler,42,45,SizeRotatingFileHandler,kylape/jboss-logmanager,42,45,4,100,0,4,100,0,100,4,0,2,1,0,Accept,,Constructor,
313,jboss-logging/jboss-logmanager,marschall/jboss-logmanager,SizeRotatingFileHandler,42,45,SizeRotatingFileHandler,Sanne/jboss-logmanager,41,44,4,100,0,4,100,0,100,4,0,2,1,0,Accept,,Constructor,
314,jboss-logging/jboss-logmanager,marschall/jboss-logmanager,setFile,139,151,setFile,onagano-rh/jboss-logmanager,138,150,67,85.07,14.93,80,100,0,80-89,4,4,4,3,3,Accept,Accept,void::source makes some checks before working on a file::this does not affect test case applicability but test may fail,"Void output. Same I/O (returns void). Methods differ, as src calls some additional methods (namewise setting an attribute?), whereas target calls a super-class' method and affects its own state differently in an added conditional statement (l.145). Setters."
315,jboss-logging/jboss-logmanager,marschall/jboss-logmanager,setFile,139,151,setFile,kylape/jboss-logmanager,135,147,67,79.1,20.9,72,100,0,70-79,4,4,4,3,3,Accept,Accept,void::source makes some checks before working on a file::this does not affect test case applicability but test may fail,"Void output. Same I/O (returns void). Methods differ somewhat, as they call different methods and tgt additionally changes one of its attributes inside a newly added conditional statement (l.142-143)."
316,spullara/redis-protocol,gbrd/redis-protocol,addListener,268,272,addListener,spullara/redis-protocol,319,323,16,100,0,16,100,0,100,4,0,2,1,0,Accept,,void,
317,spullara/redis-protocol,gbrd/redis-protocol,addListener,268,272,addListener,spullara/redis-protocol,319,323,16,100,0,16,100,0,100,4,0,2,1,0,Accept,,void,
318,linkedin/parseq,zmyer/parseq,setEndNanos,129,134,setTaskType,Anmol-Singh-Jaggi/parseq,178,183,17,100,0,17,100,0,100,4,0,2,1,0,Accept,,Custom object retrn type,
319,linkedin/parseq,zmyer/parseq,await,202,206,await,zhenkai/parseq,142,146,21,100,0,21,100,0,100,4,0,2,1,0,Accept,,boolean,
320,linkedin/parseq,zhenkai/parseq,equals,191,244,equals,Anmol-Singh-Jaggi/parseq,65,87,236,40.25,59.75,95,100,0,40-49,0,0,0,3,0,Accept,,"boolean::equality method::target tokens all matched but tets might fail since source has more control flows that affect output, however, equaliy test relies on implemntation",
321,linkedin/parseq,zhenkai/parseq,equals,191,244,equals,logancarmody/parseq,40,58,236,31.36,68.64,80,92.5,7.5,30-39,0,0,0,3,0,Accept,,boolean::equality test::both target and source have mismatched control flows::test may be appicbale since it tests for equality according to specific implmentation,
322,linkedin/parseq,zmyer/parseq,equals,202,260,equals,logancarmody/parseq,40,58,260,28.46,71.54,80,92.5,7.5,20-29,0,0,0,3,3,Accept,Accept,boolean::equality test::both target and source have mismatched control flows::test may be appicbale since it tests for equality according to specific implmentation,"Same I/O (returns boolean). Equals methods. Dataflow differs considerably, as equals-methods are geared to comparing for a specific datatype, which differ in src and tgt, leading to very different conditional statements, leading to different results for the same input."
323,tumblr/jumblr,ahager99/jumblr,blogPosts,179,194,blogLikes,sorin-costea/jumblr,206,215,113,100,0,78,74.36,25.64,100,0,0,0,3,0,Accept,,Generic List::all source okens match::target mismatched tokens affect output::test is a[pivcable but may fail,
324,tumblr/jumblr,tumblr/jumblr,blogPosts,179,194,blogPostNotes,sorin-costea/jumblr,578,588,113,100,0,88,15.91,84.09,100,0,0,0,3,3,Accept,Accept,Generc LIst::mismatched outputrtrun type,"Different I/O (returns List<Post>/Notes -> List<Custom>/Custom).  Dataflow also differs, as soptions are modified differently and different method is executed at the end of the return statement in l.191/585. Perfect match existed in l. 252-271 (sole difference being one input param and a local variable to be final compared to src)."
325,tumblr/jumblr,Linus12/jumblr,postReblog,432,443,tagged,tedoc2000/jumblr,96,106,113,84.07,15.93,82,92.68,7.32,80-89,0,0,0,0,3,,Accept,,"Different input and output. Returns Post/List<Post>. Different, but also not perfect mapping method with same name would have existed in l. 319-329."
326,tumblr/jumblr,sorin-costea/jumblr,blogLikes,206,215,blogPosts,tumblr/jumblr,179,194,78,75.64,24.36,113,100,0,70-79,0,0,0,0,3,,Accept,,"Same I/O (returns List<Post>). One input param in src is additionally keyworded as ""final"". Dataflow differs, as return statement in tgt is additionally changed by a local variable path, whereas src uses a string literal, and both methods call different methods (getLikedPosts() and getPosts()). Better match would have existed between lines 160-173 in tgt, differing only by ""final"" parameter again and usage of this.apiKey instead of apiKey, which should be irrelevant at this point (l. 211/165)."
327,facebook/swift,hgschmie/swift,getThriftType,207,281,getThriftTypeUncached,l3fang/swift,221,305,379,96.31,3.69,411,88.32,11.68,90-100,0,0,0,0,3,,Accept,,"Same I/O (returns ThriftType -> Custom). Dataflow differs, as return STRING in l. 234/248 is guarded by different conditionals, while return BINARY (in tgt) is guarded by the condition that was used for return STRING (in src)."
328,google/google-http-java-client,kolea2/google-http-java-client,HttpExtensionMethod,35,40,HttpExtensionMethod,ajaaym/google-http-java-client,33,38,34,100,0,34,100,0,100,0,4,2,0,1,,Accept,,Duplicate to #329: Same I/O (returns HttpExtensionMethod). Constructors. Identical methods -> same dataflow.
329,google/google-http-java-client,kolea2/google-http-java-client,HttpExtensionMethod,35,40,HttpExtensionMethod,ajaaym/google-http-java-client,33,38,34,100,0,34,100,0,100,0,4,2,0,1,,Accept,,Same I/O (returns HttpExtensionMethod). Constructors. Identical methods -> same dataflow.
330,google/google-http-java-client,kolea2/google-http-java-client,ApacheHttpRequest,34,47,ApacheHttpRequest,ajaaym/google-http-java-client,36,42,53,75.47,24.53,40,100,0,70-79,0,0,0,0,3,,Accept,,"Same I/O (returns ApacheHttpRequest). Constructors. Dataflow differs, as src chains two more method calls to set a specific attribute."
331,google/google-http-java-client,ajaaym/google-http-java-client,newDefaultHttpClient,125,151,newDefaultHttpClientBuilder,kolea2/google-http-java-client,161,174,106,60.38,39.62,58,98.28,1.72,60-69,0,0,0,3,3,Accept,Accept,Custom return source as intial setup mismatched::mismathed method incovations and variable declations that are used in retunred value::test may apply but fail,"Same input, different output (HttpClient/HttpClientBuilder in src/target). Tgt has a method with same name as sourceUUT, which returns the same type by calling the identified target UUT and calling build() on it, which is the last operation in sourceUUT. Dataflow differs additionally, as the builder is configured additionally in both src and target."
332,google/google-http-java-client,kolea2/google-http-java-client,ApacheHttpRequest,34,47,ApacheHttpRequest,ajaaym/google-http-java-client,36,41,53,47.17,52.83,25,100,0,40-49,0,0,0,0,3,,Accept,,"Same I/O (returns ApacheHttpRequest -> Custom). Constructors. Dataflow differs, as src modifies an extra attribute, which tgt does not set."
333,jdmr/mateo,zorch/mateo,getId,160,164,getId,JoseTorres/mateo,91,95,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O (returns Long). Identical method -> same dataflow. Getter.
334,jdmr/mateo,zorch/mateo,getId,54,58,getId,JoseTorres/mateo,77,81,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O (returns Long). Identical methods -> same dataflow. Getter.
335,jdmr/mateo,JoseTorres/mateo,lista,44,98,lista,joslash/colportaje,45,101,398,99.5,0.5,405,97.78,2.22,90-100,0,0,0,0,3,,Accept,,"Same I/O. Returns Map<String, Object>. Output map is effected differently by using different attributes (likely constants), e.g., in l. 90/92, and effecting a data object, which is added (criteria) differently through yet another added element (propiedades in l. 71-72/73-74. Also criteria and countCriteria are instantiated with a different class parameter."
336,jdmr/mateo,zorch/mateo,lista,41,108,lista,joslash/colportaje,42,87,484,80.99,19.01,392,100,0,80-89,0,0,0,0,3,,Accept,,"Same I/O. Returns Map<String, Object>. Output map is effected differently by using different attributes (likely constants), e.g.,  in l. 101/82, and effecting a data object, which is added (criteria) differently in l. 69. Also criteria and countCriteria are instantiated with a different class parameter."
337,jdmr/mateo,joslash/colportaje,lista,63,133,lista,zorch/mateo,39,93,525,70.29,29.71,386,97.15,2.85,70-79,0,0,0,0,3,,Accept,,"Same I/O. Returns Map<String, Object>. Output map is affected differently by using string literals or attributes (likely a constant) in l. 128/88 and effecting a data object, which is added (propiedades) differently in l. 105-107/67."
338,jdmr/mateo,jdmr/mateo,lista,36,115,lista,joslash/colportaje,42,87,615,61.14,38.86,392,97.96,2.04,60-69,0,0,0,0,3,,Accept,,"Same I/O. Returns Map<String,Object>. Dataflow differs, as different identifiers are used as keys and their corresponding values are created differently, e.g., criteria in src l. 78-84, for the output hash map."
339,jdmr/mateo,dbo90/mateo,setNombre,55,59,setNombre,JoseTorres/mateo,122,126,16,50,50,16,100,0,50-59,0,4,2,0,1,,Accept,,Void return. Same I/O. Returns void. Setter. Methods are identical.
340,logstash/logstash-logback-encoder,worldtiki/logstash-logback-encoder,getLineSeparator,357,361,getLineSeparator,brenuart/logstash-logback-encoder,219,223,8,100,0,8,100,0,100,0,4,2,0,1,,Accept,,Same I/O (returns String). Identical methods -> same dataflow. Getter.
341,logstash/logstash-logback-encoder,brenuart/logstash-logback-encoder,setLineSeparator,237,241,setLineSeparator,worldtiki/logstash-logback-encoder,375,379,21,100,0,21,100,0,100,4,4,4,1,1,Accept,Accept,int retrun type,Void output. Same I/O. Returns void. Identical methods.
342,logstash/logstash-logback-encoder,brenuart/logstash-logback-encoder,setFieldNames,65,72,setFieldNames,zhangwei5095/logstash-logback-encoder,101,106,35,80,20,19,100,0,80-89,4,4,4,3,3,Accept,Accept,void,Void output. Same I/O. Returns void. Src and target parametrized first called method differently by executing different methods on the same typed input. Src calls additional methods compared to target.
343,logstash/logstash-logback-encoder,brenuart/logstash-logback-encoder,start,122,132,start,worldtiki/logstash-logback-encoder,207,223,45,73.33,26.67,77,42.86,57.14,70-79,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Methods differ, as src and tgt change state differently and tgt adds new if-statement guarding a new method call."
344,logstash/logstash-logback-encoder,worldtiki/logstash-logback-encoder,start,207,223,start,zhangwei5095/logstash-logback-encoder,79,88,77,42.86,57.14,33,100,0,40-49,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Methods differ, as src changes state additionally and adds a new conditional to call another method within."
345,logstash/logstash-logback-encoder,brenuart/logstash-logback-encoder,start,122,132,start,Eldon-Han/logstash-logback-encoder,43,49,45,33.33,66.67,16,93.75,6.25,30-39,0,4,2,0,3,,Accept,,"Void output. Same I/O. Returns void. Methods differ, as src executes statements in-method, tgt calls other method."
