PairdID,Ecosystem,SourceUUTProject,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetUUTProject,TargetMethodStart,TargetMethodEnd,SourceTokens,SourceMatchedPercent,SourceUnMatchedPercent,TargetTokens,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,Rater1Comment,Rater2Comment
77,xetorthio/johm,gsharma/johm,get,49,81,exists,mockobject/johm,43,51,164,98.78,1.22,50,0,100,90-100,2,0,1,3,0,Accept,,Custom geneirc object::mismatched::match exists at 60-91::input is different::target has extra parameter and more data structures inside,
78,xetorthio/johm,agrison/johm,setPool,21,26,setJedisPool,mockobject/johm,19,24,22,86.36,13.64,19,100,0,80-89,4,0,2,2,0,Accept,,void method::test can be applied with modification to suit target class,
79,jenkinsci/docker-plugin,pjdarton/docker-plugin,executeOnce,87,95,now,jpgxs/docker-plugin,51,59,27,100,0,27,100,0,100,4,0,2,2,0,Accept,,boolan return type::method name renamed,
80,jenkinsci/docker-plugin,pjdarton/docker-plugin,executeOnce,87,95,now,jpgxs/docker-plugin,51,59,27,100,0,27,100,0,100,4,0,2,2,0,Accept,,boolan return type::method name renamed,
81,jenkinsci/docker-plugin,jpgxs/docker-plugin,withCredentials,86,108,addCredentials,hawky-4s-/docker-plugin,177,195,101,95.05,4.95,107,92.52,7.48,90-100,0,0,0,3,0,Accept,,Custom return type::mismatched input,
82,jenkinsci/docker-plugin,eaglerainbow/docker-plugin,InjectSSHKey,321,326,setUser,carlossg/docker-plugin,64,69,17,88.24,11.76,18,100,0,80-89,4,0,2,1,0,Accept,,Constructor::difference is only in Marker annotion,
83,jenkinsci/docker-plugin,carlossg/docker-plugin,withCredentials,82,111,addCredentials,hawky-4s-/docker-plugin,177,195,129,76.74,23.26,107,91.59,8.41,70-79,0,0,0,3,0,Accept,,Custom return type::mismatched input,
84,jenkinsci/slack-plugin,mguillem/slack-plugin,doTestConnection,617,649,doTestConnectionGlobal,jenkinsci/slack-plugin,873,909,246,97.15,2.85,195,1.03,98.97,90-100,0,0,0,3,0,Accept,,Custom return type::mimsatched parameters and method invocations,
85,zeromq/jeromq,daveyarwood/jeromq,size,225,230,size,nkscorpion/jeromq,23,29,7,100,0,12,100,0,100,4,0,2,1,0,Accept,,int return type,
86,zeromq/jeromq,daveyarwood/jeromq,close,475,483,close,nkscorpion/jeromq,376,381,21,100,0,16,100,0,100,4,0,2,1,0,Accept,,void method,
87,zeromq/jeromq,kylemallory/jeromq,connect,416,592,connectInternal,fbacchella/jeromq,486,674,771,90.92,9.08,800,87.38,12.63,90-100,0,0,0,3,0,Accept,,boolean return type:: mismatched method invocations that affect return value.,
88,maxmind/GeoIP2-java,6si/GeoIP2-java,getDomain,31,35,getDomain,CrazyForks/GeoIP2-java,335,340,10,100,0,12,83.33,16.67,100,4,0,2,1,0,Accept,,String return types,
89,maxmind/GeoIP2-java,6si/GeoIP2-java,getDomain,31,35,getDomain,CrazyForks/GeoIP2-java,335,340,10,100,0,12,83.33,16.67,100,4,0,2,1,0,Accept,,String return type,
90,maxmind/GeoIP2-java,ecliptical/GeoIP2-java,city,225,231,city,6si/GeoIP2-java,230,236,25,96,4,25,96,4,90-100,4,0,2,2,0,Accept,,PHASE 2::Test applies as is since all tokens are mapped and difference is only a lieratls::PHASE 1::Custom return type::tst case is applicable but might fail since diferent method invocations are used::parameters are the same but order is changed,
91,crawljax/crawljax,jaehwan-jung/crawljax,getDocumentNoBalance,95,103,getDocumentNoBalance,stefanlenselink/crawljax,183,191,55,100,0,55,100,0,100,4,0,2,1,0,Accept,,Custom return type,
92,crawljax/crawljax,jaehwan-jung/crawljax,getPort,44,49,getPort,stefanlenselink/crawljax,43,48,10,100,0,10,100,0,100,4,0,2,1,0,Accept,,int return type,
93,crawljax/crawljax,stefanlenselink/crawljax,getDocument,166,174,asDocument,daisy1754/crawljax,74,86,55,98.18,1.82,71,76.06,23.94,90-100,4,0,2,3,0,Accept,,Custom return type::method name renamed::try catch statement added in  target,
94,crawljax/crawljax,daisy1754/crawljax,crawl,132,142,crawl,stefanlenselink/crawljax,146,157,46,82.61,17.39,50,76,24,80-89,4,0,2,3,3,Accept,Accept,PHASE 2::Test case is applicable as is::Custom return type::mismatched method invocations,"Same I/O (returns CrawlSession -> Custom). Dataflow differs, as src creates return value from a CrawljaxRunner by calling call(), whereas tgt creates session by calling getSession() on a CrawljaxController."
95,crawljax/crawljax,daisy1754/crawljax,asDocument,74,86,getDocument,stefanlenselink/crawljax,166,174,71,76.06,23.94,55,98.18,1.82,70-79,4,0,2,3,0,Accept,,Custim return type::mimsatched by try statement::renamed method name::throws exveption,
96,crawljax/crawljax,daisy1754/crawljax,isClone,62,74,update,stefanlenselink/crawljax,171,198,56,67.86,32.14,103,36.89,63.11,60-69,0,0,0,3,3,Accept,Accept,mimsatched,"Same output (boolean), different input. Dataflow also differs, as src and target have very different conditionals guarding the return-true statements in l. 68/191."
97,jenkinsci/mercurial-plugin,Scraft/mercurial-plugin,touchAndCommit,77,91,touchAndCommit,willemv/mercurial-plugin,66,80,98,100,0,98,100,0,100,4,4,4,1,2,Accept,Accept,void return type,Void output. Same I/O (returns void). Identical methods. Sole difference is method keyword public/protected in src/target.
98,jenkinsci/mercurial-plugin,Scraft/mercurial-plugin,touchAndCommit,77,91,touchAndCommit,willemv/mercurial-plugin,66,80,98,100,0,98,100,0,100,4,0,2,1,0,Accept,,void return type,
99,jenkinsci/mercurial-plugin,Scraft/mercurial-plugin,buildAndCheck,91,110,buildAndCheck,marcsanfacon/mercurial-plugin,76,96,131,97.71,2.29,131,97.71,2.29,90-100,4,0,2,3,0,Accept,,String return type::output comes from an object created from mismatched tokens::TEST case maybe applicable but may fail,
100,johncarl81/transfuse,kf4x/transfuse,openBinary,45,56,openBinary,johncarl81/transfuse,37,48,50,100,0,50,100,0,100,4,0,2,1,0,Accept,,Custm retunr type,
101,johncarl81/transfuse,kf4x/transfuse,openBinary,45,56,openBinary,johncarl81/transfuse,37,48,50,100,0,50,100,0,100,4,0,2,1,0,Accept,,Custm return type,
102,bguerout/jongo,dihedron/jongo,as,53,57,as,bguerout/jongo,79,83,28,100,0,28,100,0,100,4,0,2,1,0,Accept,,Generic List retun type,
103,bguerout/jongo,dihedron/jongo,as,53,57,as,bguerout/jongo,79,83,28,100,0,28,100,0,100,4,0,2,1,0,Accept,,Generic List retun type,
104,bguerout/jongo,bertramn/jongo,orderBy,64,69,with,dwursteisen/jongo,111,116,24,91.67,8.33,21,0,100,90-100,0,0,0,4,0,Accept,,Custom return type::test not applicable,
105,dbfit/dbfit,dbfit/dbfit,SnowflakeEnvironment,14,19,supportsOuputOnInsert,martynas/dbfit,28,32,15,100,0,7,100,0,100,4,0,2,1,0,Accept,,Custm return type,
106,dbfit/dbfit,dbfit/dbfit,SnowflakeEnvironment,14,19,SybaseEnvironment,martynas/dbfit,23,28,15,100,0,15,100,0,100,4,0,2,1,0,Accept,,Custm return type,
107,bugsnag/bugsnag-android,friederbluemle/bugsnag-android,getAutoCaptureSessions,470,474,getMetaData,d4rken/bugsnag-android,373,378,7,100,0,10,100,0,100,4,0,2,1,0,Accept,,mimsatched::test case applies to perfect match at line 352-354,
108,bugsnag/bugsnag-android,friederbluemle/bugsnag-android,getAutoCaptureSessions,470,474,shouldAutoCaptureSessions,d4rken/bugsnag-android,352,356,7,100,0,7,100,0,100,4,0,2,2,0,Accept,,Boolean retun type::renamed method name,
109,bugsnag/bugsnag-android,friederbluemle/bugsnag-android,getId,50,55,getUserId,d4rken/bugsnag-android,104,109,10,90,10,9,77.78,22.22,90-100,4,0,2,2,0,Accept,,String return type::mimsatched modifier in source (public)::mimsatched Marker annoation in target,
110,addthis/hydra,elPatron/hydra,runtimeShutdownHook,2784,2814,close,skendall/hydra,2561,2606,102,92.16,7.84,168,59.52,40.48,90-100,4,0,2,3,0,Accept,,void method::mimsatched additional statements and control flows that could change behavior of method::TEST is applicable but mihgt fail::target has more statments,
111,addthis/hydra,skendall/hydra,filterValue,55,93,filterValue,elPatron/hydra,78,117,191,48.69,51.31,159,63.52,36.48,40-49,0,0,0,3,0,Accept,,Custom object return type::mismatched control flows and statments that change returned value,
112,thelinmichael/spotify-web-api-java,JPDSousa/spotify-web-api-java,getHref,34,38,getHref,danieldisu/spotify-web-api-java,16,20,8,100,0,8,100,0,100,4,0,2,1,0,Accept,,String return type,
113,thelinmichael/spotify-web-api-java,JMPerez/spotify-web-api-java,getHref,16,20,getHref,danieldisu/spotify-web-api-java,88,92,8,100,0,8,100,0,100,4,0,2,1,0,Accept,,String retun type,
114,alexruiz/fest-assert-2.x,gesellix/fest-assert-2.x,shouldMatch,37,41,shouldMatch,akram/fest-assert-2.x,36,40,13,100,0,13,100,0,100,4,0,2,1,0,Accept,,void method,
115,alexruiz/fest-assert-2.x,gesellix/fest-assert-2.x,shouldMatch,37,41,shouldMatch,akram/fest-assert-2.x,36,40,13,100,0,13,100,0,100,4,0,2,1,0,Accept,,void method,
116,alexruiz/fest-assert-2.x,alexruiz/fest-assert-2.x,equals,127,145,equals,gesellix/fest-assert-2.x,197,207,65,93.85,6.15,61,100,0,90-100,2,0,1,2,0,Accept,,bolean return type::Types sub types but matched::mimsatched statements are merely blocks (curly braces) to cover retun staments::TEST can work with modificatio to suit the class Type in target,
117,52North/WPS,christophenoel/WPS,ExecuteRequestV200,81,106,ExecuteRequest,MatthiasHinz/WPS,108,133,89,100,0,89,100,0,100,4,0,2,2,0,Accept,,Custm object retun type::method renamed,
118,52North/WPS,christophenoel/WPS,ExecuteRequestV200,81,106,ExecuteRequest,MatthiasHinz/WPS,108,133,89,100,0,89,100,0,100,4,0,2,2,0,Accept,,Custim object return type::method renmaed,
119,52North/WPS,bpross-52n/WPS,FlatFileDatabase,124,157,PostgresDatabase,autermann/WPS,108,136,198,93.94,6.06,158,67.09,32.91,90-100,0,0,0,3,0,Accept,,Cosyructor::some file operations in source might make test to fail in target::target is for Postrgre database while source is for flatfile database,
120,52North/WPS,christophenoel/WPS,call,171,290,call,autermann/WPS,636,747,539,86.83,13.17,524,88.55,11.45,80-89,1,0,0.5,3,0,Accept,,Custom object return type::diffeent control flows in target::test may apply but fail,
121,52North/WPS,christophenoel/WPS,registerScriptFile,248,355,registerScript,autermann/WPS,228,299,491,60.9,39.1,316,85.44,14.56,60-69,4,0,2,3,0,Accept,,PHASE 2::Test is relevant for target::PHASE 1::Boolean retun type::different control flow in source and target::siddferent mismatched variable declarions that affect reyurn value::,
122,52North/WPS,christophenoel/WPS,ExecuteRequestV100,103,128,initializeDescription,MatthiasHinz/WPS,53,83,89,39.33,60.67,248,77.02,22.98,30-39,0,0,0,3,3,Accept,Accept,Constructor::several mismatched method invocatons and variable delations which change the statement of the object,Different I/O (returns ExecuteRequestV100/ProcessDescriptionType in src/tgt). Src is a constructor.
123,timols/java-gitlab-api,wnugent/java-gitlab-api,getDescription,58,62,getDescription,zapelin/java-gitlab-api,79,83,8,100,0,8,100,0,100,4,0,2,1,0,Accept,,String retun type,
124,timols/java-gitlab-api,mfriedenhagen/java-gitlab-api,getId,101,105,getId,shinusuresh/java-gitlab-api,43,47,8,100,0,8,100,0,100,4,0,2,1,0,Accept,,Int retun type,
125,JFrogDev/jenkins-artifactory-plugin,JFrogDev/jenkins-artifactory-plugin,getUrl,55,59,getUrl,tomerc/jenkins-artifactory-plugin,108,112,8,100,0,8,100,0,100,4,0,2,1,0,Accept,,String return type,
126,JFrogDev/jenkins-artifactory-plugin,JFrogDev/jenkins-artifactory-plugin,getUrl,55,59,getUrl,tomerc/jenkins-artifactory-plugin,108,112,8,100,0,8,100,0,100,4,0,2,1,0,Accept,,String return type,
127,searchbox-io/Jest,searchbox-io/Jest,getRestMethodName,23,28,getRestMethodName,FlakyTestDetection/Jest,40,45,10,100,0,10,100,0,100,4,0,2,1,0,Accept,,String return type,
128,searchbox-io/Jest,searchbox-io/Jest,getRestMethodName,23,28,getRestMethodName,FlakyTestDetection/Jest,33,38,10,100,0,10,100,0,100,4,0,2,1,0,Accept,,String return type,
129,RichardWarburton/java-8-lambdas-exercises,rbartl-pv/java-8-lambdas-exercises,countLowercaseLetters,11,17,countLowercaseLetters,deodeveloper/java-8-lambdas-exercises,12,20,25,100,0,25,100,0,100,4,0,2,1,0,Accept,,Int return type,
130,RichardWarburton/java-8-lambdas-exercises,lllichen/java-8-lambdas-exercises,countLowercaseLetters,10,16,countLowercaseLetters,deodeveloper/java-8-lambdas-exercises,12,20,25,100,0,25,100,0,100,4,0,2,1,0,Accept,,Int return type,
131,jboss-switchyard/core,jboss-switchyard/core,Car,124,125,Car,kcbabo/core,124,125,4,100,0,4,100,0,100,4,0,2,1,0,Accept,,Constructor default,
132,jboss-switchyard/core,jboss-switchyard/core,Car,124,125,Car,mageshbk/core,73,74,4,100,0,4,100,0,100,4,0,2,1,0,Accept,,Constructor default,
133,jboss-switchyard/core,jboss-switchyard/core,start,61,69,start,mageshbk/core,58,67,52,98.08,1.92,80,91.25,8.75,90-100,4,0,2,3,0,Accept,,void method::mismatched method invocation in target::target method invokes a method that does not exist in source::test may fail,
134,jboss-switchyard/core,jboss-switchyard/core,require,83,89,require,mageshbk/core,78,84,54,83.33,16.67,45,100,0,80-89,4,4,4,3,3,Accept,Accept,void method::source has mismatched method incocation and arguments which may change behavior in target. Test may apply but fail,Void output. Same I/O (returns void). State is changed differently in src by adding another parameter to setProperty and chaining another method afterwards (l.86/81).
135,jboss-switchyard/core,kcbabo/core,SwitchYard,51,58,SwitchYard,mageshbk/core,51,55,49,75.51,24.49,17,100,0,70-79,0,0,0,3,0,Accept,,Constructor::added object instatioation in  source which is missing in target,
136,jboss-switchyard/core,kcbabo/core,DomainImpl,74,85,MockDomain,mageshbk/core,39,48,31,64.52,35.48,21,95.24,4.76,60-69,0,0,0,3,0,Accept,,Constructor::mismatched input::source also has mismatched method incoation which may change state,
137,tomakehurst/wiremock,MasonM/wiremock,but,115,119,andMatching,dlaha21/wiremock,190,195,8,100,0,22,100,0,100,4,0,2,1,3,Accept,Accept,Custom object return type::mismatch in input parameters::test applies to perfect much at 121-123,"Same output (RequestPatternBuilder -> Custom), but different input. Dataflow differs, too, as both methods return this, but tgt makes some additional changes before returning it. Perfect match would have existed in lines 121-125 (tgt)."
138,tomakehurst/wiremock,dlaha21/wiremock,load,38,58,loadStore,MasonM/wiremock,48,68,83,100,0,86,96.51,3.49,100,4,0,2,2,0,Accept,,Custom object return type::renamed method name::retuned object is modified dfferently but test case applies::same method invocation on returned object but one takes a string and another takes char array,
